"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
-18.9398077734278,0,1,1,19,15,13,1,13,0.43,1,29,4,10,20,25,25,10,10,0,3,3,8,2,2,2,5,4,2,15,118,19,138,1,0,4,1,2,126,81,4,256,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,-1,16,16,20,16,16,16,25,10,25,15,5,20,25,10,25,15,5,20,4,8,2,9,9,2,9,9,2,5,9,8,10,8,7,7,7,3,0,1,6,10,9,6,8,5,6,10,9,3,10,9,3,2,10,10,30,20,20,10,10,25,25,15,15,10,30,15,15,15,10,15,25,10,25,15,15,10,2,8,9,2,9,2,6,7,6,6,1,0,0,-1,-1,5,15,25,25,20,10,10,20,20,20,20,10,20,15,20,20,10,15,20,20,15,20,15,10,2,8,8,2,8,2,6,8,2,7
-17.6678709717889,1,0,1,19,15,6,6,11,0.47,0,29,3,30,10,25,20,8,7,0,6,7,8,7,6,5,5,6,2,9,125,14,208,47,21645,6,5,3,74,259,3,269,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,-1,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8,9,8,7,8,8,8,7,6,6,5,5,5,0,2,6,8,7,7,7,4,8,9,7,7,6,5,3,3,10,20,30,15,15,10,15,25,15,20,15,10,20,25,15,10,20,10,30,15,15,20,10,10,8,9,8,7,8,7,8,8,8,8,2,2,1,1,1,15,20,20,15,15,15,15,20,20,15,15,15,20,20,15,15,20,10,30,15,15,20,10,10,9,9,8,7,9,7,8,8,7,8
-10.9957195073307,0,0,1,2,16,3,-1,2,-0.23,1,25,4,20,20,20,20,5,15,0,7,8,8,6,7,3,6,5,2,5,223,4,1,1,0,4,9,7,95,1,1,272,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,-1,-1,-1,-1,-1,-1,40,5,20,20,5,10,5,8,6,7,8,-1,-1,-1,-1,-1,7,7,6,7,6,7,8,6,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,-1,-1,-1,-1,-1,-1,10,10,30,20,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,7,6,7,-1,-1,-1,-1,-1,0,0,0,-1,-1,25,10,30,15,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,6,8,-1,-1,-1,-1,-1
-22.0039250469508,1,0,1,14,18,16,16,11,0.63,0,34,2,30,20,30,5,5,10,0,7,7,8,8,9,8,7.5,6,2,5,80,10,173,22,15260,4,3,4,47,128,1,103,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,-1,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,8,10,10,7,10,6,4,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-16.0790763314055,0,1,1,17,11,11,4,6,0.32,0,28,2,15,30,30,10,10,5,1,3,9,9,6,9,7,8,10,2,12,176,9,189,1,0,3,2,3,24,1,3,134,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,-1,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6,8,7,7,4,8,8,8,6,4,5,6,4,2,3,30,25,25,15,5,0,6,9,7,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-13.2867539348411,1,0,1,17,14,3,3,11,0.41,0,22,2,25,15,25,25,5,5,0,3,7,5,6,5,6,4,5,2,14,190,16,133,10,19525,6,3,4,164,21,3,357,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,-1,20,20,20,20,10,10,30,10,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5,8,6,8,6,7,6,5,5,5,8,5,5,3,2,3,25,20,20,20,5,10,7,7,7,6,5,6,1,2,20,10,20,25,10,15,20,20,20,25,5,10,25,15,20,25,5,10,25,5,20,25,5,20,7,7,7,8,6,7,7,7,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-15.1694712792643,0,1,1,14,20,4,4,3,0.51,1,27,2,15,25,20,20,0,20,0,7,6,7,5,6,5,6,5,2,11,176,9,81,1,8421,2,3,2,56,239,1,169,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,-1,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,10,10,10,10,10,7,7,6,2,4,3,4,10,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,-1,-1,-1,-1,-1,-1,50,2,2,40,2,4,50,2,2,40,2,2,40,10,4,2,40,4,10,10,10,10,10,10,10,7,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-17.6643895509598,1,1,1,19,15,10,12,15,0.61,0,24,2,20,20,20,20,20,0,1,9,10,10,10,10,9,8,5,2,13,176,9,129,28,11311,3,3,4,153,1,1,170,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,-1,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7,6,7,7,7,7,7,8,7,6,7,5,6,0,2.5,7,7,7,8,7,7,7,7,7,8,7,8,3,3,40,10,20,20,5,5,30,20,20,20,5,5,40,10,10,20,10,10,30,20,10,20,10,10,8,7,8,8,8,8,6,8,7,7,2,0,0,-1,-1,50,10,10,10,10,10,50,10,10,10,10,10,75,5,5,5,5,5,50,10,10,10,10,10,8,7,6,7,7,9,8,8,8,7
-12.7457552358239,0,1,1,19,15,15,15,2,0.22,0,27,3,10,15,30,10,15,20,1,4,7,7,6,-1,8,7,7,2,14,176,9,162,1,26892,2,2,7,79,53,1,197,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,-1,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,7,9,8,9,9,5,7,7,7,5,8,6,9,0,3,8,7,8,8,6,5,6,9,8,9,6,7,3,3,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,15,20,15,20,15,15,15,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-14.4918569786377,0,1,1,11,21,19,19,7,0.14,0,32,2,15,5,45,10,15,10,0,6,8,9,5,6,3,9,2,2,6,144,14,40,50,33585,4,1,2,149,1,3,364,6,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,-1,35,40,5,5,7,8,25,25,5,25,5,15,18,20,10,25,7,20,7,10,5,7,10,7,8,7,4,10,5,9,7,5,5,6,6,7,0,9,20,12,12,20,11,25,8,8,8,8,8,7,1,1,-1,-1,-1,-1,-1,-1,25,10,10,25,5,25,25,8,15,25,7,20,25,10,15,25,5,20,8,8,8,8,9,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-16.6609445777636,1,0,1,11,21,10,10,15,0.61,1,27,2,25,20,25,20,10,0,0,6,8,-1,7,-1,-1,7,5,2,12,110,17,31,52,34290,2,2,3,158,1,3,343,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,-1,25,20,20,25,0,10,30,10,10,20,20,10,39,20,15,20,0,6,8,8,7,7,4,7,7,7,7,5,6,6,7,8,5,5,6,5,0,4,30,25,20,25,0,0,8,5,8,9,4,4,3,2,-1,-1,-1,-1,-1,-1,30,20,15,20,0,15,30,15,20,15,10,10,45,15,10,10,10,10,8,8,7,8,4,8,8,6,9,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-11.336850346091,0,1,1,2,19,4,-1,17,0.44,0,22,3,17,10,18,20,25,10,0,1,3,4,2,2,1,1,4,2,8,223,4,1,1,0,2,3,4,108,1,1,4,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,5,25,15,25,25,15,15,-1,-1,-1,-1,-1,-1,50,5,15,20,5,5,7,9,8,9,9,-1,-1,-1,-1,-1,9,7,7,7,6,5,7,6,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,60,5,10,10,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,8,7,9,-1,-1,-1,-1,-1,1,0,0,-1,-1,20,15,20,15,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,8,9,-1,-1,-1,-1,-1
-15.4531925750403,0,1,1,2,19,15,-1,5,0.21,1,23,2,10,20,20,20,20,10,0,4,6,6,5,7,6,6,5,2,8,73,9,1,1,0,2,1,2,225,1,3,10,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,-1,-1,-1,-1,-1,-1,20,25,20,20,5,10,3,8,3,7,2,-1,-1,-1,-1,-1,3,4,7,3,7,1,3,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,40,30,5,20,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,6,3,2,-1,-1,-1,-1,-1,0,0,0,-1,-1,30,30,30,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,5,3,2,-1,-1,-1,-1,-1
-20.9185783744377,1,1,0,20,6,6,3,4,0.18,0,25,1,10,15,35,15,10,15,0,6,5,8,5,8,5,5,4,2,11,189,7,5,1,0,4,1,2,131,1,1,359,6,10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10,6,-1,20,14,18,16,16,16,20,16,16,18,14,16,18,16,16,18,16,16,9,10,8,10,10,8,8,9,7,9,5,9,9,8,8,6,7,6,0,2,10,9,9,9,10,5,8,9,9,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-12.6069754265846,1,0,1,4,18,18,-1,6,-0.57,1,26,2,18,18,18,19,13,14,1,5,7,7,8,5,6,6,5,2,13,81,6,1,1,0,2,2,3,76,1,1,102,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,2,14,20,18,24,18,6,-1,-1,-1,-1,-1,-1,30,15,15,20,10,10,8,8,8,8,7,-1,-1,-1,-1,-1,7,8,7,7,7,7,8,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,17,17,11,28,10,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,8,6,-1,-1,-1,-1,-1,0,1,1,-1,-1,18,18,18,18,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,7,-1,-1,-1,-1,-1
-14.228499061248,0,0,1,4,18,18,-1,8,-0.36,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,5,7,4,2,13,81,6,1,1,0,2,2,3,76,1,1,102,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,2,14,20,18,24,18,6,-1,-1,-1,-1,-1,-1,30,15,15,20,10,10,8,8,8,8,7,-1,-1,-1,-1,-1,7,7,7,7,7,6,7,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,17,17,11,28,10,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,8,6,-1,-1,-1,-1,-1,0,1,1,-1,-1,18,18,18,18,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,7,-1,-1,-1,-1,-1
-0.630250172745531,0,0,1,4,18,5,-1,15,0.51,0,30,6,20,25,25,15,5,10,0,4,7,8,7,7,4,5,5,2,18,52,7,1,1,0,2,5,8,173,107,2,327,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4,10,10,30,20,10,20,-1,-1,-1,-1,-1,-1,50,10,10,10,10,10,6,6,6,8,4,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,1,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,30,0,40,30,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,8,8,3,-1,-1,-1,-1,-1,2,2,1,-1,1,20,5,30,20,5,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,8,6,3,-1,-1,-1,-1,-1
-3.0049732742434,1,0,1,9,20,6,6,1,0.49,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,1,8,9,7,9,5,5,7,7,2,11,191,11,1,1,0,2,3,10,198,175,1,257,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,-1,153.8,192.3,192.3,192.3,134.6,134.6,70,90,70,90,100,80,227.3,159.1,181.8,181.8,113.6,136.4,90,80,100,100,80,-10,-10,-10,-10,-10,8,8,9,9,8,6,7,9,2,6,166.7,125,208.3,208.3,125,166.7,90,70,100,90,60,8,3,3,-10,-10,-10,-10,-10,-10,160,120,200,180,160,180,90,100,70,80,60,90,208.3,125,187.5,187.5,125,166.7,90,70,90,80,70,-10,-10,-10,-10,-10,0,4,1,1,-1,156.9,156.9,196.1,176.5,156.9,156.9,-10,-10,-10,-10,-10,-10,80,80,70,80,90,80,90,80,70,80,60,-10,80,80,90,90,80,-10,-10,-10,-10,-10
-19.5230802604829,1,0,1,21,22,6,6,22,0.48,1,28,2,20,20,20,20,0,20,1,7,7,8,8,7,6,6,5,2,7,254,16,193,30,14915,2,2,2,203,86,2,22,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,-1,20,25,25,30,5,5,30,20,15,20,5,10,35,10,10,30,5,10,6,9,8,8,7,7,8,7,7,7,7,8,8,7,7,6,6,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,30,10,30,25,0,5,25,20,30,25,5,5,30,20,20,20,5,5,30,10,10,40,5,5,7,7,7,7,7,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-7.00343761935573,1,0,1,7,16,7,7,2,0.75,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,8,8,7,8,8,6,5,2,14,35,9,1,1,0,1,1,2,14,16,3,200,7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,-1,140,180,160,180,180,160,100,80,80,100,80,90,188.7,150.9,150.9,188.7,150.9,169.8,80,100,100,90,100,-10,-10,-10,-10,-10,4,8,10,3,10,8,3,2,0,5,148.9,191.5,191.5,148.9,191.5,127.7,80,100,90,90,100,8,3,3,-10,-10,-10,-10,-10,-10,142.9,163.3,183.7,183.7,183.7,142.9,90,80,90,80,90,90,204.1,142.9,142.9,183.7,142.9,183.7,80,90,90,90,100,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-19.2636657810952,0,1,1,21,22,18,1,18,-0.27,1,27,4,58,5,8,10,7,12,1,6,7,7,6,6,6,4,5,2,7,127,6,222,1,0,4,2,3,105,1,3,122,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,-1,40,30,0,20,0,10,30,20,0,30,0,20,10,25,25,20,10,10,8,9,9,9,8,9,10,10,10,8,7,6,10,7,9,4,6,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,50,10,0,30,0,10,50,20,0,15,0,15,20,20,20,20,20,20,60,0,10,20,0,10,5,8,10,10,8,5,8,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-14.676591420223,0,1,1,12,14,12,12,12,0.01,0,28,2,15,20,35,15,5,10,0,5,5,6,3,3,4,3,1,2,11,57,10,153,1,0,4,7,4,52,1,2,8,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,-1,17,19,18,17,11,18,19,17,18,19,11,16,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,7,8,8,7,6,7,8,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,-1,-1,-1,-1,-1,-1,17,20,18,17,11,17,19,17,18,19,11,16,21,17,16,18,14,14,5,10,9,8,5,5,8,9,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-11.7473911242765,1,1,1,21,22,7,12,18,-0.18,0,-1,2,20,20,20,20,5,15,0,5,8,9,4,9,3,5,6,-1,8,88,6,217,51,25533,4,9,7,203,165,2,284,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,-1,20,16,16,17,16,15,20,16,16,17,16,15,20,16,16,17,16,15,7,9,9,8,9,7,9,8,9,9,8,8,8,5,8,3,5,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,30,15,15,15,15,10,30,15,15,15,15,10,25,20,15,15,15,10,25,20,15,15,15,10,7,8,8,8,8,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-3.15859821181671,1,1,1,14,20,16,16,14,0.67,0,21,4,15,25,15,15,15,15,1,7,8,8,8,8,7,3,4,2,8,147,14,26,1,10800,6,1,2,246,1,2,179,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,-1,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,3,-1,-1,-1,-1,-1,-1,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,-1,-1,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6
-1.65427676698643,0,0,1,9,20,7,7,6,0.09,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,6,5,7,7,5,5,6,5,1,12,132,14,1,1,0,2,9,2,43,1,1,155,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,-1,163.6,163.6,181.8,181.8,163.6,145.5,80,80,100,100,80,70,160,160,180,200,140,160,70,90,90,90,90,-10,-10,-10,-10,-10,6,10,9,10,7,7,8,8,1,2,163.6,181.8,163.6,181.8,163.6,145.5,-10,-10,-10,-10,-10,2,3,2,-10,-10,-10,-10,-10,-10,148.1,148.1,185.2,185.2,166.7,166.7,80,80,90,100,90,90,180,160,160,180,160,160,90,90,100,90,100,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-13.1836999000231,0,0,1,21,22,15,15,2,0.26,1,25,4,15,30,20,20,10,5,0,5,10,10,8,10,5,5,1,2,7,88,6,132,1,0,4,2,3,100,1,3,49,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,-1,20,10,10,30,15,15,60,5,10,10,5,10,60,5,10,10,5,10,8,4,10,8,8,7,2,7,9,7,6,5,7,7,5,6,6,6,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,30,5,15,15,5,30,20,10,10,20,20,20,30,10,20,20,10,10,40,5,10,20,5,20,8,7,8,9,9,7,7,8,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-15.0228739577487,0,0,0,18,6,5,5,5,-0.25,1,33,4,15,15,15,20,15,20,1,7,7,7,7,7,7,5,5,2,10,105,9,240,64,26100,4,6,2,159,227,3,141,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,-1,30,10,10,30,10,10,50,0,10,30,0,10,50,0,0,30,0,20,5,5,5,5,8,5,5,5,5,8,5,5,8,5,5,2,5,1,0,0,10,5,5,10,5,10,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,20,50,10,10,0,10,50,10,10,10,10,10,50,10,10,0,10,20,50,10,10,10,0,20,8,8,8,8,8,8,3,6,8,6
0.969479288810499,1,1,0,8,10,4,4,1,-0.06,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,0,2,6,7,2,4,2,3,5,2,8,182,6,1,1,0,4,4,4,113,143,3,259,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,-1,194.4,194.4,222.2,166.7,111.1,111.1,70,40,60,80,60,40,157.9,131.6,210.5,184.2,210.5,105.3,40,80,40,70,60,-10,-10,-10,-10,-10,5,5,7,8,5,2,4,2,2,2,153.8,205.1,230.8,153.8,128.2,128.2,40,90,80,40,60,7,3,3,-10,-10,-10,-10,-10,-10,166.7,222.2,250,111.1,111.1,138.9,80,50,50,70,50,80,131.6,105.3,210.5,210.5,184.2,157.9,40,90,70,50,60,-10,-10,-10,-10,-10,1,0,1,1,-1,189.2,216.2,216.2,108.1,135.1,135.1,-10,-10,-10,-10,-10,-10,80,70,50,80,50,70,50,50,70,80,70,-10,50,80,80,40,60,-10,-10,-10,-10,-10
-17.1173805486973,1,1,1,4,18,2,-1,14,0.71,0,30,2,20,25,15,15,15,10,0,5,5,6,6,6,2,3,3,2,10,62,6,1,1,0,3,3,7,9,1,1,13,2,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,10,20,20,22,6,22,-1,-1,-1,-1,-1,-1,20,25,15,20,10,10,7,9,9,9,9,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,8,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,15,20,15,20,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-17.6532230866412,1,1,1,21,22,12,22,13,-0.04,0,26,3,25,25,25,12,3,10,1,10,9,8,8,7,6,8,9,2,14,35,9,200,1,0,2,3,5,84,1,1,73,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,-1,35,10,20,25,5,5,50,0,20,30,0,0,30,10,10,30,10,10,9,8,10,8,7,8,7,7,10,6,8,8,8,8,6,8,7,7,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2,30,0,20,40,0,10,30,10,20,30,0,10,30,30,20,20,0,0,30,20,10,30,0,10,8,6,8,9,5,8,5,8,9,8,2,2,1,1,1,40,0,10,30,0,20,40,0,0,40,0,20,30,10,20,30,10,20,30,20,30,20,0,0,8,6,9,10,7,9,8,8,9,8
